Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,24-04-19,18:06,Credit card,402.6,4.761904762,20.13,5
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,02-04-19,12:52,Credit card,324.85,4.761904762,16.2425,6.5
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,25-04-19,14:00,Cash,95.15,4.761904762,4.7575,6
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,27-04-19,10:57,Cash,388.96,4.761904762,19.448,5
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.964,23-04-19,16:45,Ewallet,425.68,4.761904762,21.284,5
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,14-04-19,11:15,Cash,318.08,4.761904762,15.904,9.2
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,30-04-19,20:29,Ewallet,271.04,4.761904762,13.552,9.6
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,26-04-19,20:03,Credit card,384.64,4.761904762,19.232,8.4
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,30-04-19,14:35,Credit card,235.8,4.761904762,11.79,6
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,05-04-19,16:32,Ewallet,211.56,4.761904762,10.578,6.7
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,17-04-19,10:10,Credit card,95.36,4.761904762,4.768,4.1
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,18-04-19,14:15,Cash,10.17,4.761904762,0.5085,5.9
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,11-04-19,10:05,Cash,206.13,4.761904762,10.3065,8.7
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,24-04-19,11:36,Credit card,420.56,4.761904762,21.028,4.5
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,17-04-19,18:15,Credit card,88.04,4.761904762,4.402,6.6
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,08-04-19,13:53,Credit card,648.99,4.761904762,32.4495,7.7
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,23-04-19,18:37,Credit card,123.84,4.761904762,6.192,8.5
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,18-04-19,18:27,Cash,649.5,4.761904762,32.475,5.2
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,28-04-19,14:42,Credit card,742.2,4.761904762,37.11,4.3
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,03-04-19,17:43,Cash,84.48,4.761904762,4.224,7.6
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.794,16-04-19,18:37,Cash,250.28,4.761904762,12.514,9.5
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,13-04-19,16:34,Cash,94.8,4.761904762,4.74,4.1
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,15-04-19,14:42,Ewallet,91.3,4.761904762,4.565,9.2
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,14-04-19,11:01,Ewallet,285.11,4.761904762,14.2555,5.4
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,06-04-19,19:44,Cash,52.38,4.761904762,2.619,5.8
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,22-04-19,13:34,Ewallet,192.7,4.761904762,9.635,5.6
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.169,03-04-19,20:08,Credit card,267.78,4.761904762,13.389,5.1
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,09-04-19,15:01,Cash,558.7,4.761904762,27.935,5.8
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.086,14-04-19,11:40,Ewallet,175.32,4.761904762,8.766,5
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,02-04-19,15:21,Cash,155.82,4.761904762,7.791,7.9
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,30-04-19,17:38,Cash,60.3,4.761904762,3.015,6
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,11-04-19,16:16,Credit card,78.94,4.761904762,3.947,5
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.227,03-04-19,18:15,Credit card,29.74,4.761904762,1.487,8.9
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,04-04-19,12:43,Cash,21.32,4.761904762,1.066,5.9
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,05-04-19,11:32,Credit card,281.34,4.761904762,14.067,5.9
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,05-04-19,18:08,Ewallet,73.26,4.761904762,3.663,9.7
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,03-04-19,17:08,Credit card,22.38,4.761904762,1.119,8.6
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,22-04-19,19:38,Cash,655.92,4.761904762,32.796,4
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,06-04-19,13:11,Cash,594.6,4.761904762,29.73,4.2
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,05-04-19,11:05,Cash,74.1,4.761904762,3.705,9.2
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,19-04-19,10:12,Ewallet,196.96,4.761904762,9.848,9.2
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,26-04-19,15:42,Ewallet,372.33,4.761904762,18.6165,5
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,06-04-19,11:58,Ewallet,527.9,4.761904762,26.395,10
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,04-04-19,14:21,Ewallet,479.75,4.761904762,23.9875,8.8
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,22-04-19,10:52,Cash,328.59,4.761904762,16.4295,4.2
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,09-04-19,19:31,Cash,168.96,4.761904762,8.448,6.3
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,10-04-19,18:35,Cash,113.24,4.761904762,5.662,8.2
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,15-04-19,13:51,Cash,345.54,4.761904762,17.277,5.1
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,16-04-19,12:35,Cash,428.67,4.761904762,21.4335,5
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,25-04-19,13:24,Ewallet,86.27,4.761904762,4.3135,7
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,25-04-19,18:06,Ewallet,25.52,4.761904762,1.276,7.8
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,10-04-19,11:55,Credit card,101.52,4.761904762,5.076,4.3
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,07-04-19,11:42,Cash,357.49,4.761904762,17.8745,7
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,05-04-19,14:30,Cash,238.77,4.761904762,11.9385,6.6
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,18-04-19,15:11,Ewallet,101.43,4.761904762,5.0715,7.3
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.452,06-04-19,14:48,Credit card,724.24,4.761904762,36.212,6.5
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,14-04-19,12:36,Ewallet,125.64,4.761904762,6.282,4.9
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,22-04-19,19:09,Credit card,72.93,4.761904762,3.6465,4.3
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.278,10-04-19,13:35,Ewallet,258.36,4.761904762,12.918,9.3
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,07-04-19,10:33,Credit card,173.74,4.761904762,8.687,7.1
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,16-04-19,15:45,Ewallet,56.5,4.761904762,2.825,9.6
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,03-04-19,11:51,Cash,214.3,4.761904762,10.715,6.2
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,11-04-19,17:26,Cash,534.36,4.761904762,26.718,9.9
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,03-04-19,11:52,Credit card,93.16,4.761904762,4.658,5.9
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,16-04-19,14:04,Ewallet,522.08,4.761904762,26.104,6.3
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,25-04-19,17:49,Cash,52.35,4.761904762,2.6175,4
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,19-04-19,20:19,Cash,39.75,4.761904762,1.9875,6.1
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,12-04-19,16:08,Credit card,720.16,4.761904762,36.008,4.5
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,16-04-19,10:17,Ewallet,96.8,4.761904762,4.84,8.6
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,18-04-19,14:25,Ewallet,332.1,4.761904762,16.605,6
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.072,85.512,09-04-19,12:51,Credit card,81.44,4.761904762,4.072,9.5
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,15-04-19,15:18,Credit card,319.9,4.761904762,15.995,9.9
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,13-04-19,12:45,Ewallet,206.52,4.761904762,10.326,7.5
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.014,24-04-19,13:37,Cash,166.68,4.761904762,8.334,7.6
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.013,24-04-19,10:03,Cash,319.06,4.761904762,15.953,5
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,16-04-19,19:42,Ewallet,87.9,4.761904762,4.395,6.7
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,23-04-19,13:14,Ewallet,734.7,4.761904762,36.735,9.5
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,18-04-19,12:47,Ewallet,97.52,4.761904762,4.876,6.8
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,28-04-19,19:53,Ewallet,769.2,4.761904762,38.46,5.6
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,22-04-19,10:26,Cash,418.3,4.761904762,20.915,7.2
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,14-04-19,15:06,Cash,463.28,4.761904762,23.164,8.1
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,02-04-19,16:35,Credit card,462.45,4.761904762,23.1225,8.6
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,26-04-19,20:57,Cash,141.9,4.761904762,7.095,9.4
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,30-04-19,15:16,Credit card,302.7,4.761904762,15.135,8.9
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,13-04-19,17:47,Credit card,793.28,4.761904762,39.664,4.2
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,14-04-19,16:23,Ewallet,425.18,4.761904762,21.259,5
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,22-04-19,10:17,Cash,283.62,4.761904762,14.181,8.8
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,28-04-19,13:50,Cash,599.2,4.761904762,29.96,5.3
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,19-04-19,19:17,Ewallet,315.36,4.761904762,15.768,4.6
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,423.738,30-04-19,14:00,Credit card,403.56,4.761904762,20.178,7.5
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,19-04-19,12:02,Ewallet,183.88,4.761904762,9.194,5.1
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,21-04-19,20:21,Credit card,138.65,4.761904762,6.9325,4.2
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,01-04-19,17:35,Cash,80.71,4.761904762,4.0355,8.1
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,02-04-19,12:42,Ewallet,116.64,4.761904762,5.832,6
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,16-04-19,17:56,Cash,313.52,4.761904762,15.676,7.9
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,25-04-19,18:58,Credit card,846.1,4.761904762,42.305,8.8
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,25-04-19,14:08,Credit card,414.4,4.761904762,20.72,6.6
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.034,11-04-19,16:30,Ewallet,159.08,4.761904762,7.954,6.2
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,30-04-19,10:44,Credit card,490.1,4.761904762,24.505,4.2
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,23-04-19,20:29,Credit card,87.45,4.761904762,4.3725,7.3
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,18-04-19,11:43,Ewallet,224.52,4.761904762,11.226,8.6
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,26-04-19,10:09,Cash,744.96,4.761904762,37.248,6.8
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,07-04-19,10:00,Ewallet,410.72,4.761904762,20.536,7.6
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,20-04-19,18:45,Cash,298.8,4.761904762,14.94,5.8
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,04-04-19,12:40,Cash,212.94,4.761904762,10.647,4.1
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,01-04-19,15:36,Credit card,42.85,4.761904762,2.1425,9.3
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,29-04-19,12:04,Cash,378.68,4.761904762,18.934,6.8
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,04-04-19,11:26,Ewallet,206.91,4.761904762,10.3455,8.7
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,21-04-19,12:36,Ewallet,78.78,4.761904762,3.939,6.3
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,06-04-19,15:06,Credit card,322.11,4.761904762,16.1055,5.1
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,24-04-19,10:58,Cash,98.22,4.761904762,4.911,7
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,20-04-19,12:10,Credit card,25.46,4.761904762,1.273,5.2
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.079,28-04-19,10:31,Credit card,581.98,4.761904762,29.099,6.6
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.566,221.886,02-04-19,13:49,Ewallet,211.32,4.761904762,10.566,6.5
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,11-04-19,11:10,Ewallet,55.12,4.761904762,2.756,9
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,29-04-19,17:38,Credit card,88.31,4.761904762,4.4155,5.2
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,09-04-19,17:54,Credit card,356.58,4.761904762,17.829,6.8
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,20-04-19,20:51,Credit card,794.25,4.761904762,39.7125,7.6
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,12-04-19,19:26,Ewallet,50.62,4.761904762,2.531,7.2
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,11-04-19,13:33,Ewallet,599.52,4.761904762,29.976,7.1
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,05-04-19,14:05,Credit card,166.7,4.761904762,8.335,9.5
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,04-04-19,11:40,Ewallet,744.4,4.761904762,37.22,5.1
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.988,03-04-19,12:27,Ewallet,448.56,4.761904762,22.428,7.6
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,22-04-19,20:24,Ewallet,378.9,4.761904762,18.945,9.8
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,21-04-19,20:59,Ewallet,257.16,4.761904762,12.858,5.1
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,04-04-19,19:48,Ewallet,552.23,4.761904762,27.6115,7.5
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,25-04-19,10:18,Cash,447.4,4.761904762,22.37,7.4
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,25-04-19,16:27,Cash,276.27,4.761904762,13.8135,4.2
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.927,08-04-19,17:04,Ewallet,343.74,4.761904762,17.187,5.9
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,28-04-19,18:14,Ewallet,266.08,4.761904762,13.304,6.9
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,943.299,16-04-19,10:43,Cash,898.38,4.761904762,44.919,6.6
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,10-04-19,19:30,Ewallet,456.8,4.761904762,22.84,5.7
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,06-04-19,14:53,Credit card,253.95,4.761904762,12.6975,5.3
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.088,26-04-19,20:14,Cash,70.56,4.761904762,3.528,4.2
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,27-04-19,11:51,Credit card,657.16,4.761904762,32.858,7.3
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.925,17-04-19,14:13,Credit card,168.5,4.761904762,8.425,5.3
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,27-04-19,20:13,Ewallet,53.78,4.761904762,2.689,4.7
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,03-04-19,18:44,Ewallet,179.05,4.761904762,8.9525,7.9
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,26-04-19,14:26,Ewallet,211.44,4.761904762,10.572,8.9
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,22-04-19,12:40,Ewallet,119.73,4.761904762,5.9865,9.3
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,30-04-19,18:43,Ewallet,65.7,4.761904762,3.285,4.7
